Local Health Jurisdiction,GEOID,Number children under 6 w BLL at or above 3.5 µg/dL,Percent Children under  6 w BLL at or above 3.5 µg/dL ,Total Number children under 6 w/ BLL
Santa Clara,6085503125,1,0.00729927,137
Santa Clara,6085503126,8,0.037383178,214
Santa Clara,6085503127,3,0.012931034,232
Santa Clara,6085503207,0,0,198
Santa Clara,6085503208,3,0.012195122,246
Santa Clara,6085503210,2,0.007220217,277
Santa Clara,6085503211,0,0,247
Santa Clara,6085503212,1,0.004291845,233
Santa Clara,6085503213,1,0.003816794,262
Santa Clara,6085503217,0,0,354
Santa Clara,6085503218,2,0.005128205,390
Santa Clara,6085503219,1,0.006410256,156
Santa Clara,6085503220,3,0.007371007,407
Santa Clara,6085503221,2,0.011764706,170
Santa Clara,6085503222,2,0.00754717,265
Santa Clara,6085503304,3,0.007978723,376
Santa Clara,6085503305,3,0.007389163,406
Santa Clara,6085503306,1,0.003095975,323
Santa Clara,6085503312,0,0,132
Santa Clara,6085503313,0,0,116
Santa Clara,6085503315,4,0.010050251,398
Santa Clara,6085503321,0,0,197
Santa Clara,6085503322,0,0,214
Santa Clara,6085503323,1,0.004651163,215
Santa Clara,6085503324,3,0.023809524,126
Santa Clara,6085503325,5,0.028901734,173
Santa Clara,6085503326,2,0.011428571,175
Santa Clara,6085503327,1,0.00462963,216
Santa Clara,6085503329,2,0.023529412,85
Santa Clara,6085503330,5,0.043859649,114
Santa Clara,6085503331,2,0.03030303,66
Santa Clara,6085503332,1,0.027777778,36
Santa Clara,6085503333,4,0.022988506,174
Santa Clara,6085503336,1,0.006329114,158
Santa Clara,6085503337,2,0.010526316,190
Santa Clara,6085503338,2,0.01754386,114
Santa Clara,6085503339,3,0.06,50
Santa Clara,6085503401,4,0.008849558,452
Santa Clara,6085503402,6,0.014492754,414
Santa Clara,6085503504,7,0.011647255,601
Santa Clara,6085503506,8,0.016032064,499
Santa Clara,6085503507,2,0.011363636,176
Santa Clara,6085503508,3,0.005813953,516
Santa Clara,6085503509,1,0.003389831,295
Santa Clara,6085503510,7,0.012658228,553
Santa Clara,6085503511,0,0,217
Santa Clara,6085503601,0,0,242
Santa Clara,6085503602,3,0.007894737,380
Santa Clara,6085503703,5,0.012224939,409
Santa Clara,6085503707,3,0.008042895,373
Santa Clara,6085503708,0,0,112
Santa Clara,6085503709,3,0.007633588,393
Santa Clara,6085503710,4,0.011940299,335
Santa Clara,6085503711,7,0.016055046,436
Santa Clara,6085503712,2,0.006042296,331
Santa Clara,6085503713,4,0.017167382,233
Santa Clara,6085503802,9,0.018072289,498
Santa Clara,6085503803,3,0.014563107,206
Santa Clara,6085503804,7,0.020114943,348
Santa Clara,6085503902,7,0.015317287,457
Santa Clara,6085503903,2,0.009389671,213
Santa Clara,6085504001,5,0.011037528,453
Santa Clara,6085504002,2,0.004081633,490
Santa Clara,6085504101,3,0.011673152,257
Santa Clara,6085504102,12,0.026030369,461
Santa Clara,6085504201,2,0.010526316,190
Santa Clara,6085504202,1,0.005494505,182
Santa Clara,6085504307,2,0.009302326,215
Santa Clara,6085504308,0,0,116
Santa Clara,6085504311,4,0.010723861,373
Santa Clara,6085504314,0,0,139
Santa Clara,6085504315,6,0.02189781,274
Santa Clara,6085504316,1,0.004830918,207
Santa Clara,6085504317,1,0.005524862,181
Santa Clara,6085504318,3,0.009174312,327
Santa Clara,6085504319,3,0.00729927,411
Santa Clara,6085504320,0,0,126
Santa Clara,6085504321,9,0.033962264,265
Santa Clara,6085504322,14,0.043343653,323
Santa Clara,6085504323,33,0.094827586,348
Santa Clara,6085504410,3,0.013392857,224
Santa Clara,6085504411,1,0.004201681,238
Santa Clara,6085504412,2,0.007905138,253
Santa Clara,6085504413,1,0.015151515,66
Santa Clara,6085504414,2,0.0125,160
Santa Clara,6085504415,6,0.02970297,202
Santa Clara,6085504416,8,0.043715847,183
Santa Clara,6085504418,9,0.03202847,281
Santa Clara,6085504421,3,0.017241379,174
Santa Clara,6085504422,1,0.006666667,150
Santa Clara,6085504423,2,0.01980198,101
Santa Clara,6085504424,3,0.023809524,126
Santa Clara,6085504505,28,0.040229885,696
Santa Clara,6085504506,9,0.022222222,405
Santa Clara,6085504507,7,0.025641026,273
Santa Clara,6085504508,3,0.023809524,126
Santa Clara,6085504509,40,0.093023256,430
Santa Clara,6085504510,8,0.029739777,269
Santa Clara,6085504601,0,0,21
Santa Clara,6085504602,1,0.025,40
Santa Clara,6085504700,0,0,0
Santa Clara,6085504802,10,0.033222591,301
Santa Clara,6085504805,3,0.014084507,213
Santa Clara,6085504806,4,0.031007752,129
Santa Clara,6085504807,8,0.034482759,232
Santa Clara,6085504808,0,0,68
Santa Clara,6085504902,6,0.034482759,174
Santa Clara,6085504903,31,0.079896907,388
Santa Clara,6085505006,48,0.059405941,808
Santa Clara,6085505007,4,0.026315789,152
Santa Clara,6085505010,3,0.017647059,170
Santa Clara,6085505011,10,0.045045045,222
Santa Clara,6085505012,8,0.054421769,147
Santa Clara,6085505013,23,0.053117783,433
Santa Clara,6085505014,15,0.046439628,323
Santa Clara,6085505015,6,0.025531915,235
Santa Clara,6085505100,7,0.03255814,215
Santa Clara,6085505202,6,0.014742015,407
Santa Clara,6085505203,0,0,157
Santa Clara,6085505301,0,0,258
Santa Clara,6085505302,0,0,171
Santa Clara,6085505303,13,0.034946237,372
Santa Clara,6085505304,0,0,94
Santa Clara,6085505305,7,0.02310231,303
Santa Clara,6085505401,29,0.06888361,421
Santa Clara,6085505402,5,0.0390625,128
Santa Clara,6085505403,15,0.028301887,530
Santa Clara,6085505500,0,0,161
Santa Clara,6085505600,1,0.0078125,128
Santa Clara,6085505700,6,0.023715415,253
Santa Clara,6085505800,3,0.021582734,139
Santa Clara,6085505901,2,0.014388489,139
Santa Clara,6085505902,1,0.007575758,132
Santa Clara,6085506000,6,0.028169014,213
Santa Clara,6085506101,6,0.036144578,166
Santa Clara,6085506102,3,0.016483516,182
Santa Clara,6085506103,4,0.03125,128
Santa Clara,6085506202,1,0.004255319,235
Santa Clara,6085506203,31,0.073286052,423
Santa Clara,6085506204,2,0.009389671,213
Santa Clara,6085506301,2,0.00623053,321
Santa Clara,6085506302,2,0.008733624,229
Santa Clara,6085506304,7,0.021671827,323
Santa Clara,6085506305,11,0.020872865,527
Santa Clara,6085506401,1,0.005405405,185
Santa Clara,6085506402,5,0.01754386,285
Santa Clara,6085506502,1,0.0078125,128
Santa Clara,6085506503,3,0.014084507,213
Santa Clara,6085506504,6,0.020905923,287
Santa Clara,6085506505,6,0.014388489,417
Santa Clara,6085506601,1,0.004807692,208
Santa Clara,6085506603,0,0,84
Santa Clara,6085506604,0,0,158
Santa Clara,6085506605,0,0,189
Santa Clara,6085506606,2,0.011494253,174
Santa Clara,6085506701,0,0,86
Santa Clara,6085506702,0,0,166
Santa Clara,6085506703,0,0,55
Santa Clara,6085506801,2,0.019607843,102
Santa Clara,6085506802,4,0.040816327,98
Santa Clara,6085506803,1,0.004854369,206
Santa Clara,6085506804,0,0,51
Santa Clara,6085506900,0,0,79
Santa Clara,6085507002,0,0,23
Santa Clara,6085507003,0,0,13
Santa Clara,6085507004,0,0,44
Santa Clara,6085507100,2,0.037037037,54
Santa Clara,6085507203,5,0.079365079,63
Santa Clara,6085507205,0,0,58
Santa Clara,6085507206,0,0,12
Santa Clara,6085507301,0,0,34
Santa Clara,6085507302,0,0,19
Santa Clara,6085507401,0,0,29
Santa Clara,6085507402,0,0,56
Santa Clara,6085507500,0,0,25
Santa Clara,6085507600,0,0,36
Santa Clara,6085507701,0,0,50
Santa Clara,6085507702,0,0,42
Santa Clara,6085507704,1,0.02,50
Santa Clara,6085507705,4,0.114285714,35
Santa Clara,6085507805,6,0.0375,160
Santa Clara,6085507806,19,0.076305221,249
Santa Clara,6085507807,3,0.055555556,54
Santa Clara,6085507808,6,0.0625,96
Santa Clara,6085507903,0,0,42
Santa Clara,6085507904,0,0,33
Santa Clara,6085507905,11,0.078014184,141
Santa Clara,6085507906,0,0,43
Santa Clara,6085508003,0,0,50
Santa Clara,6085508004,9,0.051724138,174
Santa Clara,6085508005,5,0.0625,80
Santa Clara,6085508006,3,0.066666667,45
Santa Clara,6085508101,5,0.029585799,169
Santa Clara,6085508102,30,0.128755365,233
Santa Clara,6085508203,9,0.044334975,203
Santa Clara,6085508204,9,0.06122449,147
Santa Clara,6085508205,16,0.07239819,221
Santa Clara,6085508206,11,0.061452514,179
Santa Clara,6085508301,2,0.036363636,55
Santa Clara,6085508303,0,0,36
Santa Clara,6085508305,8,0.030769231,260
Santa Clara,6085508306,0,0,49
Santa Clara,6085508401,17,0.097701149,174
Santa Clara,6085508403,2,0.048780488,41
Santa Clara,6085508404,12,0.053097345,226
Santa Clara,6085508503,34,0.068410463,497
Santa Clara,6085508505,10,0.054945055,182
Santa Clara,6085508507,26,0.085245902,305
Santa Clara,6085508508,11,0.026570048,414
Santa Clara,6085508509,21,0.08045977,261
Santa Clara,6085508510,16,0.062745098,255
Santa Clara,6085508601,3,0.032967033,91
Santa Clara,6085508602,29,0.107806691,269
Santa Clara,6085508705,19,0.065972222,288
Santa Clara,6085508706,22,0.078291815,281
Santa Clara,6085508707,9,0.041860465,215
Santa Clara,6085508708,5,0.02994012,167
Santa Clara,6085508800,7,0.036649215,191
Santa Clara,6085508900,9,0.028481013,316
Santa Clara,6085509001,1,0.006134969,163
Santa Clara,6085509002,3,0.014634146,205
Santa Clara,6085509102,12,0.049382716,243
Santa Clara,6085509106,10,0.046511628,215
Santa Clara,6085509107,18,0.046632124,386
Santa Clara,6085509108,3,0.018987342,158
Santa Clara,6085509109,0,0,126
Santa Clara,6085509110,4,0.060606061,66
Santa Clara,6085509111,1,0.009803922,102
Santa Clara,6085509201,0,0,113
Santa Clara,6085509202,3,0.03125,96
Santa Clara,6085509302,2,0.035714286,56
Santa Clara,6085509303,0,0,72
Santa Clara,6085509304,3,0.028571429,105
Santa Clara,6085509401,1,0.012658228,79
Santa Clara,6085509403,2,0.006734007,297
Santa Clara,6085509404,2,0.014388489,139
Santa Clara,6085509500,3,0.014018692,214
Santa Clara,6085509600,0,0,61
Santa Clara,6085509700,0,0,74
Santa Clara,6085509801,0,0,93
Santa Clara,6085509802,1,0.019607843,51
Santa Clara,6085509901,0,0,23
Santa Clara,6085509902,0,0,50
Santa Clara,6085510001,2,0.046511628,43
Santa Clara,6085510002,3,0.1,30
Santa Clara,6085510100,1,0.041666667,24
Santa Clara,6085510200,0,0,21
Santa Clara,6085510300,0,0,31
Santa Clara,6085510400,0,0,28
Santa Clara,6085510500,0,0,16
Santa Clara,6085510600,3,0.040540541,74
Santa Clara,6085510700,2,0.035714286,56
Santa Clara,6085510801,0,0,40
Santa Clara,6085510802,0,0,21
Santa Clara,6085510803,0,0,12
Santa Clara,6085510900,0,0,58
Santa Clara,6085511000,3,0.040540541,74
Santa Clara,6085511100,0,0,27
Santa Clara,6085511200,1,0.045454545,22
Santa Clara,6085511301,0,0,38
Santa Clara,6085511302,0,0,32
Santa Clara,6085511400,0,0,17
Santa Clara,6085511501,1,0.027777778,36
Santa Clara,6085511502,0,0,7
Santa Clara,6085511608,0,0,2
Santa Clara,6085511609,0,0,45
Santa Clara,6085511701,0,0,20
Santa Clara,6085511702,0,0,11
Santa Clara,6085511704,0,0,26
Santa Clara,6085511705,1,0.052631579,19
Santa Clara,6085511707,1,0.071428571,14
Santa Clara,6085511800,0,0,60
Santa Clara,6085511905,0,0,60
Santa Clara,6085511907,3,0.06,50
Santa Clara,6085511910,0,0,19
Santa Clara,6085511911,2,0.027027027,74
Santa Clara,6085511912,0,0,45
Santa Clara,6085511913,0,0,54
Santa Clara,6085511914,0,0,74
Santa Clara,6085511915,2,0.008474576,236
Santa Clara,6085511916,1,0.007352941,136
Santa Clara,6085511917,2,0.095238095,21
Santa Clara,6085511918,0,0,59
Santa Clara,6085512001,10,0.041666667,240
Santa Clara,6085512005,4,0.01659751,241
Santa Clara,6085512019,2,0.008733624,229
Santa Clara,6085512021,3,0.012295082,244
Santa Clara,6085512022,4,0.013793103,290
Santa Clara,6085512023,1,0.003278689,305
Santa Clara,6085512024,0,0,161
Santa Clara,6085512025,0,0,100
Santa Clara,6085512026,1,0.005434783,184
Santa Clara,6085512027,0,0,155
Santa Clara,6085512029,4,0.013605442,294
Santa Clara,6085512030,2,0.019417476,103
Santa Clara,6085512031,6,0.042553191,141
Santa Clara,6085512032,5,0.031847134,157
Santa Clara,6085512034,0,0,110
Santa Clara,6085512035,2,0.014184397,141
Santa Clara,6085512036,2,0.008264463,242
Santa Clara,6085512037,3,0.026086957,115
Santa Clara,6085512038,4,0.030534351,131
Santa Clara,6085512039,3,0.012145749,247
Santa Clara,6085512042,1,0.005882353,170
Santa Clara,6085512043,7,0.01703163,411
Santa Clara,6085512045,1,0.005,200
Santa Clara,6085512047,3,0.017964072,167
Santa Clara,6085512052,2,0.013422819,149
Santa Clara,6085512053,3,0.015957447,188
Santa Clara,6085512054,9,0.027355623,329
Santa Clara,6085512055,0,0,163
Santa Clara,6085512056,5,0.018796992,266
Santa Clara,6085512057,3,0.013333333,225
Santa Clara,6085512058,4,0.008583691,466
Santa Clara,6085512059,0,0,264
Santa Clara,6085512100,0,0,71
Santa Clara,6085512200,0,0,105
Santa Clara,6085512305,1,0.007352941,136
Santa Clara,6085512307,0,0,187
Santa Clara,6085512308,1,0.004424779,226
Santa Clara,6085512309,0,0,128
Santa Clara,6085512310,2,0.009433962,212
Santa Clara,6085512311,0,0,165
Santa Clara,6085512312,0,0,145
Santa Clara,6085512313,1,0.004651163,215
Santa Clara,6085512314,3,0.010169492,295
Santa Clara,6085512401,1,0.005347594,187
Santa Clara,6085512402,5,0.025252525,198
Santa Clara,6085512505,5,0.010964912,456
Santa Clara,6085512509,3,0.007211538,416
Santa Clara,6085512510,4,0.012195122,328
Santa Clara,6085512511,1,0.005076142,197
Santa Clara,6085512512,12,0.033802817,355
Santa Clara,6085512513,1,0.003663004,273
Santa Clara,6085512514,0,0,195
Santa Clara,6085512515,1,0.008196721,122
Santa Clara,6085512516,0,0,97
Santa Clara,6085512602,0,0,172
Santa Clara,6085512603,11,0.021868787,503
Santa Clara,6085512604,8,0.022408964,357
Santa Clara,6085513000,0,0,66
Santa Clara,6085513500,0,0,21
Santa Cruz,6087100100,1,0.038461538,26
Santa Cruz,6087100200,12,0.08,150
Santa Cruz,6087100300,1,0.024390244,41
Santa Cruz,6087100400,0,0,0
Santa Cruz,6087100500,1,0.024390244,41
Santa Cruz,6087100600,2,0.047619048,42
Santa Cruz,6087100700,1,0.047619048,21
Santa Cruz,6087100801,9,0.058441558,154
Santa Cruz,6087100802,6,0.083333333,72
Santa Cruz,6087100900,3,0.058823529,51
Santa Cruz,6087101001,3,0.043478261,69
Santa Cruz,6087101002,1,0.006944444,144
Santa Cruz,6087101100,4,0.060606061,66
Santa Cruz,6087101200,0,0,25
Santa Cruz,6087110101,5,0.03968254,126
Santa Cruz,6087110102,11,0.033950617,324
Santa Cruz,6087110201,10,0.039525692,253
Santa Cruz,6087110202,12,0.036036036,333
Santa Cruz,6087110301,31,0.062880325,493
Santa Cruz,6087110302,23,0.079861111,288
Santa Cruz,6087110401,33,0.08847185,373
Santa Cruz,6087110402,1,0.005263158,190
Santa Cruz,6087110503,17,0.048710602,349
Santa Cruz,6087110504,9,0.041666667,216
Santa Cruz,6087110505,14,0.041543027,337
Santa Cruz,6087110506,4,0.02,200
Santa Cruz,6087110601,12,0.031007752,387
Santa Cruz,6087110602,4,0.021052632,190
Santa Cruz,6087110700,12,0.046692607,257
Santa Cruz,6087120200,0,0,46
Santa Cruz,6087120301,1,0.016666667,60
Santa Cruz,6087120302,0,0,44
Santa Cruz,6087120400,4,0.050632911,79
Santa Cruz,6087120500,1,0.012345679,81
Santa Cruz,6087120600,0,0,72
Santa Cruz,6087120700,1,0.014492754,69
Santa Cruz,6087120800,0,0,59
Santa Cruz,6087120901,0,0,64
Santa Cruz,6087120902,0,0,97
Santa Cruz,6087121000,0,0,47
Santa Cruz,6087121100,0,0,38
Santa Cruz,6087121200,0,0,94
Santa Cruz,6087121300,2,0.021978022,91
Santa Cruz,6087121401,0,0,54
Santa Cruz,6087121402,7,0.048951049,143
Santa Cruz,6087121403,2,0.018867925,106
Santa Cruz,6087121501,6,0.117647059,51
Santa Cruz,6087121502,4,0.053333333,75
Santa Cruz,6087121601,2,0.03125,64
Santa Cruz,6087121602,0,0,58
Santa Cruz,6087121701,0,0,105
Santa Cruz,6087121702,0,0,72
Santa Cruz,6087121801,0,0,42
Santa Cruz,6087121802,1,0.018181818,55
Santa Cruz,6087122001,2,0.027027027,74
Santa Cruz,6087122002,1,0.025641026,39
Santa Cruz,6087122004,2,0.047619048,42
Santa Cruz,6087122005,0,0,72
Santa Cruz,6087122100,0,0,46
Santa Cruz,6087122202,0,0,16
Santa Cruz,6087122203,1,0.028571429,35
Santa Cruz,6087122204,0,0,47
Santa Cruz,6087122205,0,0,13
Santa Cruz,6087122300,5,0.04587156,109
Santa Cruz,6087122401,1,0.017857143,56
Santa Cruz,6087122402,3,0.035714286,84
Santa Cruz,6087122500,10,0.019083969,524
Santa Cruz,6087123100,10,0.074074074,135
Santa Cruz,6087123300,3,0.028571429,105
Shasta,6089010100,9,0.058441558,154
Shasta,6089010200,0,0,33
Shasta,6089010300,2,0.026666667,75
Shasta,6089010400,4,0.070175439,57
Shasta,6089010500,4,0.041666667,96
Shasta,6089010601,1,0.083333333,12
Shasta,6089010602,1,0.015384615,65
Shasta,6089010603,2,0.25,8
Shasta,6089010702,0,0,43
Shasta,6089010703,2,0.042553191,47
Shasta,6089010704,1,0.007633588,131
Shasta,6089010803,2,0.026315789,76
Shasta,6089010804,0,0,12
Shasta,6089010805,5,0.098039216,51
Shasta,6089010806,4,0.070175439,57
Shasta,6089010807,3,0.076923077,39
Shasta,6089010900,2,0.02247191,89
Shasta,6089011001,0,0,19
Shasta,6089011002,3,0.032258065,93
Shasta,6089011100,1,0.022222222,45
Shasta,6089011209,1,0.006451613,155
Shasta,6089011300,4,0.02919708,137
Shasta,6089011401,1,0.016129032,62
Shasta,6089011402,0,0,30
Shasta,6089011403,1,0.028571429,35
Shasta,6089011501,0,0,54
Shasta,6089011502,1,0.029411765,34
Shasta,6089011600,3,0.071428571,42
Shasta,6089011701,2,0.054054054,37
Shasta,6089011702,1,0.01369863,73
Shasta,6089011703,3,0.046153846,65
Shasta,6089011801,2,0.066666667,30
Shasta,6089011802,2,0.133333333,15
Shasta,6089011803,0,0,33
Shasta,6089011900,5,0.147058824,34
Shasta,6089012000,9,0.059602649,151
Shasta,6089012101,4,0.031007752,129
Shasta,6089012102,3,0.050847458,59
Shasta,6089012200,7,0.036842105,190
Shasta,6089012301,5,0.079365079,63
Shasta,6089012302,3,0.024590164,122
Shasta,6089012303,2,0.015625,128
Shasta,6089012400,0,0,18
Shasta,6089012500,1,0.125,8
Shasta,6089012603,5,0.076923077,65
Shasta,6089012604,2,0.125,16
Shasta,6089012605,0,0,8
Shasta,6089012606,2,0.076923077,26
Shasta,6089012701,0,0,33
Shasta,6089012702,0,0,14
Sierra,6091010000,0,0,4
Siskiyou,6093000100,1,0.142857143,7
Siskiyou,6093000200,0,0,8
Siskiyou,6093000300,18,0.236842105,76
Siskiyou,6093000600,0,0,9
Siskiyou,6093000701,7,0.066666667,105
Siskiyou,6093000702,8,0.068965517,116
Siskiyou,6093000703,7,0.054263566,129
Siskiyou,6093000800,4,0.285714286,14
Siskiyou,6093000901,2,0.040816327,49
Siskiyou,6093000902,0,0,33
Siskiyou,6093001001,0,0,7
Siskiyou,6093001002,1,0.052631579,19
Siskiyou,6093001003,0,0,12
Siskiyou,6093001100,3,0.15,20
Siskiyou,6093001200,0,0,1
Siskiyou,6093001300,1,0.0625,16
Solano,6095250103,11,0.049773756,221
Solano,6095250104,3,0.050847458,59
Solano,6095250105,5,0.01984127,252
Solano,6095250106,2,0.017241379,116
Solano,6095250200,12,0.051948052,231
Solano,6095250300,11,0.047826087,230
Solano,6095250400,20,0.102040816,196
Solano,6095250501,10,0.080645161,124
Solano,6095250502,2,0.018691589,107
Solano,6095250601,16,0.051948052,308
Solano,6095250604,4,0.035087719,114
Solano,6095250605,7,0.060344828,116
Solano,6095250701,12,0.073170732,164
Solano,6095250801,11,0.095652174,115
Solano,6095250900,15,0.074626866,201
Solano,6095251000,31,0.219858156,141
Solano,6095251100,27,0.103448276,261
Solano,6095251200,27,0.1,270
Solano,6095251300,7,0.051851852,135
Solano,6095251400,15,0.056390977,266
Solano,6095251500,43,0.126099707,341
Solano,6095251600,21,0.144827586,145
Solano,6095251701,14,0.067307692,208
Solano,6095251702,15,0.091463415,164
Solano,6095251802,8,0.056338028,142
