Local Health Jurisdiction,GEOID,Number children under 6 w BLL at or above 3.5 µg/dL,Percent Children under  6 w BLL at or above 3.5 µg/dL ,Total Number children under 6 w/ BLL
Monterey,6053014601,10,0.024154589,414
Monterey,6053014700,12,0.034285714,350
Monterey,6053014800,9,0.02200489,409
Monterey,6053980000,0,0,2
Napa,6055200201,0,0,138
Napa,6055200202,2,0.028169014,71
Napa,6055200203,0,0,97
Napa,6055200301,8,0.037037037,216
Napa,6055200302,0,0,87
Napa,6055200400,2,0.025,80
Napa,6055200501,7,0.028571429,245
Napa,6055200503,3,0.05,60
Napa,6055200504,8,0.028169014,284
Napa,6055200505,1,0.00729927,137
Napa,6055200601,1,0.006802721,147
Napa,6055200602,1,0.009615385,104
Napa,6055200703,1,0.034482759,29
Napa,6055200704,2,0.012578616,159
Napa,6055200705,2,0.014285714,140
Napa,6055200706,0,0,54
Napa,6055200707,1,0.018867925,53
Napa,6055200802,2,0.00896861,223
Napa,6055200803,1,0.03030303,33
Napa,6055200804,3,0.007772021,386
Napa,6055200900,0,0,1
Napa,6055201003,2,0.010928962,183
Napa,6055201004,6,0.02238806,268
Napa,6055201005,1,0.008474576,118
Napa,6055201006,0,0,118
Napa,6055201007,7,0.038888889,180
Napa,6055201101,0,0,21
Napa,6055201102,0,0,28
Napa,6055201200,2,0.024096386,83
Napa,6055201300,0,0,17
Napa,6055201401,1,0.04,25
Napa,6055201402,0,0,34
Napa,6055201403,0,0,3
Napa,6055201500,0,0,20
Napa,6055201601,1,0.023809524,42
Napa,6055201602,0,0,50
Napa,6055201700,2,0.034482759,58
Napa,6055201800,2,0.035087719,57
Napa,6055201900,0,0,4
Napa,6055202000,3,0.018518519,162
Nevada,6057000102,8,0.086021505,93
Nevada,6057000104,2,0.05,40
Nevada,6057000105,2,0.068965517,29
Nevada,6057000106,0,0,15
Nevada,6057000107,8,0.115942029,69
Nevada,6057000200,2,0.083333333,24
Nevada,6057000300,1,0.025,40
Nevada,6057000401,12,0.157894737,76
Nevada,6057000403,0,0,9
Nevada,6057000404,8,0.131147541,61
Nevada,6057000502,10,0.112359551,89
Nevada,6057000503,1,0.05,20
Nevada,6057000504,15,0.172413793,87
Nevada,6057000601,3,0.103448276,29
Nevada,6057000602,5,0.064935065,77
Nevada,6057000701,4,0.05,80
Nevada,6057000702,1,0.032258065,31
Nevada,6057000801,7,0.118644068,59
Nevada,6057000802,6,0.1,60
Nevada,6057000900,0,0,19
Nevada,6057001205,1,0.076923077,13
Nevada,6057001207,0,0,6
Nevada,6057001208,0,0,2
Nevada,6057001209,0,0,3
Nevada,6057001210,0,0,0
Nevada,6057001211,0,0,1
Orange,6059001101,1,0.004032258,248
Orange,6059001102,3,0.015706806,191
Orange,6059001103,3,0.009404389,319
Orange,6059001201,5,0.013550136,369
Orange,6059001202,3,0.010273973,292
Orange,6059001301,4,0.00921659,434
Orange,6059001303,4,0.009195402,435
Orange,6059001304,5,0.019762846,253
Orange,6059001401,10,0.024691358,405
Orange,6059001402,5,0.013736264,364
Orange,6059001403,2,0.013422819,149
Orange,6059001404,11,0.036789298,299
Orange,6059001501,8,0.026845638,298
Orange,6059001503,8,0.02640264,303
Orange,6059001504,6,0.02166065,277
Orange,6059001505,0,0,399
Orange,6059001506,3,0.015384615,195
Orange,6059001507,1,0.002985075,335
Orange,6059001602,5,0.026595745,188
Orange,6059001603,0,0,140
Orange,6059001604,8,0.035874439,223
Orange,6059001704,5,0.016286645,307
Orange,6059001705,2,0.007662835,261
Orange,6059001706,1,0.009259259,108
Orange,6059001708,2,0.013157895,152
Orange,6059001709,0,0,85
Orange,6059001710,4,0.019417476,206
Orange,6059001801,14,0.042296073,331
Orange,6059001802,20,0.034364261,582
Orange,6059001901,3,0.017241379,174
Orange,6059001902,4,0.026490066,151
Orange,6059001903,7,0.030434783,230
Orange,6059011000,5,0.013774105,363
Orange,6059011101,9,0.033457249,269
Orange,6059011102,15,0.048076923,312
Orange,6059011200,5,0.020242915,247
Orange,6059011300,5,0.019685039,254
Orange,6059011401,9,0.038135593,236
Orange,6059011402,1,0.011904762,84
Orange,6059011403,11,0.030470914,361
Orange,6059011502,3,0.010676157,281
Orange,6059011503,2,0.033333333,60
Orange,6059011504,1,0.005405405,185
Orange,6059011601,21,0.034313725,612
Orange,6059011602,11,0.028350515,388
Orange,6059011707,2,0.006802721,294
Orange,6059011708,3,0.011235955,267
Orange,6059011709,0,0,167
Orange,6059011710,0,0,138
Orange,6059011711,10,0.021186441,472
Orange,6059011712,2,0.008333333,240
Orange,6059011714,1,0.014084507,71
Orange,6059011715,5,0.015151515,330
Orange,6059011716,4,0.017167382,233
Orange,6059011717,2,0.015625,128
Orange,6059011718,2,0.013333333,150
Orange,6059011720,15,0.027472527,546
Orange,6059011721,12,0.039215686,306
Orange,6059011722,1,0.013888889,72
Orange,6059021802,7,0.023728814,295
Orange,6059021807,0,0,179
Orange,6059021809,1,0.00877193,114
Orange,6059021810,2,0.013422819,149
Orange,6059021812,2,0.009049774,221
Orange,6059021813,0,0,7
Orange,6059021814,4,0.010416667,384
Orange,6059021816,3,0.016759777,179
Orange,6059021817,0,0,161
Orange,6059021820,1,0.008264463,121
Orange,6059021821,8,0.025641026,312
Orange,6059021822,8,0.023255814,344
Orange,6059021823,1,0.007092199,141
Orange,6059021824,0,0,66
Orange,6059021825,1,0.016393443,61
Orange,6059021826,1,0.011494253,87
Orange,6059021827,0,0,97
Orange,6059021828,1,0.007874016,127
Orange,6059021829,2,0.016806723,119
Orange,6059021830,1,0.005681818,176
Orange,6059021831,4,0.013745704,291
Orange,6059021832,4,0.009756098,410
Orange,6059021903,2,0.01242236,161
Orange,6059021905,2,0.012269939,163
Orange,6059021912,0,0,71
Orange,6059021913,8,0.015209125,526
Orange,6059021914,2,0.01010101,198
Orange,6059021915,0,0,98
Orange,6059021916,1,0.016949153,59
Orange,6059021917,1,0.016129032,62
Orange,6059021918,1,0.005405405,185
Orange,6059021919,0,0,75
Orange,6059021920,2,0.011976048,167
Orange,6059021921,0,0,63
Orange,6059021922,2,0.014084507,142
Orange,6059021923,1,0.005347594,187
Orange,6059021924,1,0.007352941,136
Orange,6059032002,0,0,57
Orange,6059032003,1,0.026315789,38
Orange,6059032011,0,0,17
Orange,6059032012,0,0,54
Orange,6059032013,0,0,54
Orange,6059032014,3,0.020979021,143
Orange,6059032015,0,0,75
Orange,6059032020,0,0,70
Orange,6059032022,0,0,148
Orange,6059032027,3,0.01754386,171
Orange,6059032028,0,0,76
Orange,6059032029,0,0,77
Orange,6059032030,1,0.018867925,53
Orange,6059032031,0,0,35
Orange,6059032032,1,0.023255814,43
Orange,6059032033,0,0,71
Orange,6059032034,1,0.024390244,41
Orange,6059032035,0,0,15
Orange,6059032036,1,0.028571429,35
Orange,6059032037,0,0,17
Orange,6059032038,1,0.013513514,74
Orange,6059032039,2,0.018518519,108
Orange,6059032040,0,0,14
Orange,6059032041,0,0,3
Orange,6059032042,0,0,48
Orange,6059032043,0,0,20
Orange,6059032044,1,0.026315789,38
Orange,6059032045,1,0.03125,32
Orange,6059032046,1,0.023809524,42
Orange,6059032047,0,0,86
Orange,6059032048,0,0,34
Orange,6059032049,0,0,88
Orange,6059032050,0,0,57
Orange,6059032051,1,0.023255814,43
Orange,6059032053,0,0,79
Orange,6059032054,2,0.020833333,96
Orange,6059032055,0,0,36
Orange,6059032057,0,0,82
Orange,6059032058,2,0.02020202,99
Orange,6059032059,6,0.040268456,149
Orange,6059032061,0,0,58
Orange,6059032062,0,0,30
Orange,6059032063,0,0,77
Orange,6059032064,0,0,23
Orange,6059032065,0,0,50
Orange,6059032066,3,0.02,150
Orange,6059042106,0,0,8
Orange,6059042107,3,0.019354839,155
Orange,6059042108,0,0,85
Orange,6059042109,0,0,53
Orange,6059042111,0,0,28
Orange,6059042112,0,0,42
Orange,6059042113,0,0,22
Orange,6059042114,2,0.038461538,52
Orange,6059042115,1,0.055555556,18
Orange,6059042116,0,0,65
Orange,6059042201,1,0.010526316,95
Orange,6059042203,1,0.011764706,85
Orange,6059042205,0,0,105
Orange,6059042206,0,0,31
Orange,6059042305,0,0,11
Orange,6059042307,1,0.006993007,143
Orange,6059042311,0,0,55
Orange,6059042312,4,0.015686275,255
Orange,6059042313,1,0.009009009,111
Orange,6059042315,1,0.014084507,71
Orange,6059042317,0,0,17
Orange,6059042319,0,0,22
Orange,6059042320,3,0.030927835,97
Orange,6059042323,0,0,29
Orange,6059042324,0,0,15
Orange,6059042325,1,0.041666667,24
Orange,6059042326,0,0,59
Orange,6059042327,0,0,63
Orange,6059042328,0,0,7
Orange,6059042329,1,0.024390244,41
Orange,6059042330,1,0.006493506,154
Orange,6059042331,0,0,86
Orange,6059042332,0,0,31
Orange,6059042333,1,0.026315789,38
Orange,6059042334,0,0,73
Orange,6059042335,0,0,74
Orange,6059042336,0,0,36
Orange,6059042337,0,0,19
Orange,6059042338,0,0,34
Orange,6059042339,1,0.027777778,36
Orange,6059042340,1,0.013157895,76
Orange,6059042341,0,0,109
Orange,6059052408,1,0.01369863,73
Orange,6059052410,3,0.027272727,110
Orange,6059052411,1,0.007751938,129
Orange,6059052415,1,0.023809524,42
Orange,6059052416,2,0.024390244,82
Orange,6059052417,1,0.011627907,86
Orange,6059052419,0,0,74
Orange,6059052421,1,0.003921569,255
Orange,6059052422,3,0.010989011,273
Orange,6059052423,3,0.024193548,124
Orange,6059052424,1,0.012345679,81
Orange,6059052425,3,0.028037383,107
Orange,6059052427,0,0,64
Orange,6059052428,1,0.01,100
Orange,6059052429,5,0.02173913,230
Orange,6059052430,0,0,344
Orange,6059052431,1,0.010526316,95
Orange,6059052432,2,0.010416667,192
Orange,6059052433,8,0.027303754,293
Orange,6059052434,1,0.008333333,120
Orange,6059052435,0,0,80
Orange,6059052436,1,0.010989011,91
Orange,6059052437,2,0.010582011,189
Orange,6059052438,2,0.014184397,141
Orange,6059052439,4,0.012345679,324
Orange,6059052502,2,0.010638298,188
Orange,6059052505,2,0.019047619,105
Orange,6059052506,0,0,37
Orange,6059052511,2,0.023529412,85
Orange,6059052513,1,0.010989011,91
Orange,6059052514,1,0.012048193,83
Orange,6059052518,1,0.013513514,74
Orange,6059052519,4,0.043478261,92
Orange,6059052520,0,0,51
Orange,6059052521,1,0.014705882,68
Orange,6059052522,0,0,59
Orange,6059052523,0,0,53
Orange,6059052524,4,0.014084507,284
Orange,6059052526,1,0.013513514,74
Orange,6059052527,1,0.005586592,179
Orange,6059052528,6,0.068965517,87
Orange,6059052529,0,0,38
Orange,6059052530,3,0.03030303,99
Orange,6059052531,1,0.02,50
Orange,6059052532,4,0.031746032,126
Orange,6059052533,2,0.013333333,150
Orange,6059052534,0,0,6
Orange,6059052535,1,0.0125,80
Orange,6059062605,0,0,14
Orange,6059062610,3,0.014492754,207
Orange,6059062611,6,0.051282051,117
Orange,6059062614,0,0,91
Orange,6059062619,0,0,19
Orange,6059062620,0,0,15
Orange,6059062622,0,0,11
Orange,6059062625,0,0,79
Orange,6059062626,0,0,16
Orange,6059062627,0,0,31
Orange,6059062628,0,0,28
Orange,6059062629,1,0.035714286,28
Orange,6059062630,0,0,17
Orange,6059062631,0,0,38
Orange,6059062632,0,0,23
Orange,6059062633,0,0,38
Orange,6059062634,0,0,46
Orange,6059062635,2,0.042553191,47
Orange,6059062636,0,0,67
Orange,6059062637,1,0.018181818,55
Orange,6059062638,1,0.015384615,65
Orange,6059062639,0,0,77
Orange,6059062640,0,0,49
Orange,6059062641,0,0,79
Orange,6059062642,0,0,25
Orange,6059062643,0,0,82
Orange,6059062645,1,0.019230769,52
Orange,6059062646,0,0,0
Orange,6059062647,0,0,14
Orange,6059062648,0,0,0
Orange,6059062649,0,0,2
Orange,6059062650,1,0.017241379,58
Orange,6059062651,0,0,64
Orange,6059062652,3,0.031914894,94
Orange,6059062653,1,0.011363636,88
Orange,6059062654,1,0.008849558,113
Orange,6059062655,0,0,59
Orange,6059062656,0,0,17
Orange,6059062657,0,0,33
Orange,6059062658,1,0.014285714,70
Orange,6059062701,0,0,20
Orange,6059062702,0,0,40
Orange,6059062800,1,0.033333333,30
Orange,6059062900,0,0,2
Orange,6059063004,0,0,79
Orange,6059063005,0,0,11
Orange,6059063006,0,0,11
Orange,6059063007,0,0,63
Orange,6059063008,0,0,20
Orange,6059063009,0,0,32
Orange,6059063010,1,0.01754386,57
Orange,6059063101,1,0.014492754,69
Orange,6059063102,2,0.015151515,132
Orange,6059063103,2,0.046511628,43
Orange,6059063201,0,0,96
Orange,6059063202,0,0,60
Orange,6059063301,0,0,49
Orange,6059063302,1,0.01754386,57
Orange,6059063400,0,0,56
Orange,6059063500,0,0,40
Orange,6059063601,0,0,81
Orange,6059063603,0,0,114
Orange,6059063604,3,0.01369863,219
Orange,6059063605,8,0.022727273,352
Orange,6059063701,10,0.024213075,413
Orange,6059063702,13,0.043189369,301
Orange,6059063802,0,0,76
Orange,6059063803,2,0.016949153,118
Orange,6059063805,1,0.017857143,56
Orange,6059063806,1,0.010752688,93
Orange,6059063807,0,0,50
Orange,6059063808,15,0.039370079,381
Orange,6059063902,6,0.023715415,253
Orange,6059063903,6,0.035087719,171
Orange,6059063904,4,0.018691589,214
Orange,6059063905,0,0,73
Orange,6059063906,5,0.015060241,332
Orange,6059063908,5,0.032679739,153
Orange,6059063909,2,0.028571429,70
Orange,6059063910,0,0,89
Orange,6059074003,5,0.024752475,202
Orange,6059074004,4,0.01459854,274
Orange,6059074005,11,0.023404255,470
Orange,6059074006,4,0.015267176,262
Orange,6059074102,19,0.041758242,455
Orange,6059074103,9,0.02184466,412
Orange,6059074106,8,0.026315789,304
Orange,6059074107,6,0.028436019,211
Orange,6059074108,9,0.026086957,345
Orange,6059074109,6,0.024896266,241
Orange,6059074110,1,0.008064516,124
Orange,6059074111,3,0.010238908,293
Orange,6059074200,37,0.05278174,701
Orange,6059074300,8,0.027118644,295
Orange,6059074403,16,0.03960396,404
Orange,6059074405,5,0.010309278,485
Orange,6059074406,7,0.024822695,282
Orange,6059074407,10,0.024038462,416
Orange,6059074408,16,0.03539823,452
Orange,6059074501,22,0.037351443,589
Orange,6059074502,17,0.032442748,524
Orange,6059074601,50,0.082781457,604
Orange,6059074602,44,0.06162465,714
Orange,6059074701,19,0.02457956,773
Orange,6059074702,18,0.031746032,567
Orange,6059074801,14,0.032407407,432
Orange,6059074802,20,0.041841004,478
Orange,6059074803,16,0.026101142,613
Orange,6059074805,9,0.022058824,408
Orange,6059074806,13,0.026209677,496
Orange,6059074901,58,0.07038835,824
Orange,6059074902,15,0.027173913,552
Orange,6059075002,23,0.040492958,568
Orange,6059075003,22,0.034428795,639
Orange,6059075004,12,0.026431718,454
Orange,6059075100,11,0.025821596,426
Orange,6059075201,15,0.035460993,423
Orange,6059075202,11,0.025821596,426
Orange,6059075301,2,0.005934718,337
Orange,6059075302,11,0.029891304,368
Orange,6059075303,2,0.027027027,74
Orange,6059075401,2,0.010752688,186
Orange,6059075403,5,0.014326648,349
Orange,6059075404,10,0.032258065,310
Orange,6059075405,0,0,153
Orange,6059075504,2,0.013245033,151
Orange,6059075505,5,0.02994012,167
Orange,6059075506,0,0,117
Orange,6059075507,0,0,202
Orange,6059075512,6,0.028846154,208
Orange,6059075513,4,0.017021277,235
Orange,6059075514,6,0.025210084,238
Orange,6059075516,5,0.028571429,175
Orange,6059075517,13,0.039755352,327
Orange,6059075518,1,0.004016064,249
Orange,6059075603,0,0,105
Orange,6059075604,0,0,167
Orange,6059075605,0,0,136
Orange,6059075606,0,0,115
Orange,6059075607,2,0.013605442,147
Orange,6059075701,2,0.007380074,271
Orange,6059075702,0,0,103
Orange,6059075703,1,0.013513514,74
Orange,6059075805,2,0.006622517,302
Orange,6059075806,14,0.035532995,394
Orange,6059075807,2,0.011299435,177
Orange,6059075808,3,0.027027027,111
Orange,6059075809,0,0,57
Orange,6059075810,2,0.04,50
Orange,6059075811,6,0.027272727,220
Orange,6059075812,9,0.02189781,411
Orange,6059075813,1,0.006134969,163
Orange,6059075814,0,0,83
Orange,6059075815,6,0.01863354,322
Orange,6059075816,4,0.018518519,216
Orange,6059075901,6,0.037267081,161
Orange,6059075902,8,0.02484472,322
Orange,6059076001,8,0.018223235,439
Orange,6059076002,0,0,60
Orange,6059076102,3,0.007874016,381
Orange,6059076103,13,0.018731988,694
Orange,6059076104,2,0.008403361,238
Orange,6059076105,4,0.014440433,277
Orange,6059076201,8,0.020942408,382
Orange,6059076202,2,0.006153846,325
Orange,6059076204,8,0.018604651,430
Orange,6059076205,4,0.019900498,201
Orange,6059076206,4,0.024539877,163
Orange,6059076208,6,0.024691358,243
Orange,6059086301,10,0.021834061,458
Orange,6059086303,7,0.013592233,515
Orange,6059086304,0,0,271
Orange,6059086305,3,0.01986755,151
Orange,6059086306,12,0.043010753,279
Orange,6059086402,11,0.028350515,388
Orange,6059086404,15,0.032188841,466
Orange,6059086405,11,0.018581081,592
Orange,6059086406,6,0.017191977,349
Orange,6059086407,6,0.012931034,464
Orange,6059086501,15,0.046439628,323
Orange,6059086502,15,0.029069767,516
Orange,6059086601,21,0.031914894,658
Orange,6059086602,12,0.026431718,454
Orange,6059086701,11,0.018581081,592
Orange,6059086702,22,0.037288136,590
Orange,6059086801,2,0.009302326,215
Orange,6059086802,4,0.01061008,377
Orange,6059086803,11,0.018867925,583
Orange,6059086901,19,0.030794165,617
Orange,6059086902,6,0.020477816,293
Orange,6059086903,8,0.016129032,496
Orange,6059087001,12,0.036036036,333
Orange,6059087002,12,0.021352313,562
Orange,6059087101,3,0.010676157,281
Orange,6059087102,23,0.041516245,554
Orange,6059087103,16,0.02739726,584
Orange,6059087105,8,0.025157233,318
Orange,6059087106,10,0.032154341,311
Orange,6059087200,11,0.029255319,376
Orange,6059087301,13,0.035714286,364
Orange,6059087302,8,0.019559902,409
Orange,6059087401,10,0.027932961,358
Orange,6059087403,11,0.034267913,321
Orange,6059087404,13,0.039393939,330
Orange,6059087405,12,0.022727273,528
Orange,6059087503,12,0.025806452,465
Orange,6059087504,11,0.018835616,584
Orange,6059087505,9,0.029220779,308
Orange,6059087601,5,0.01497006,334
Orange,6059087602,11,0.018998273,579
Orange,6059087701,2,0.006024096,332
Orange,6059087703,15,0.034168565,439
Orange,6059087704,7,0.026515152,264
Orange,6059087801,1,0.003861004,259
Orange,6059087802,7,0.015350877,456
Orange,6059087803,7,0.019498607,359
Orange,6059087805,14,0.025500911,549
Orange,6059087806,11,0.027160494,405
Orange,6059087901,3,0.018292683,164
Orange,6059087902,9,0.025210084,357
Orange,6059088001,4,0.012779553,313
Orange,6059088002,0,0,237
Orange,6059088101,2,0.017241379,116
Orange,6059088104,2,0.006756757,296
Orange,6059088105,0,0,253
Orange,6059088106,4,0.014440433,277
Orange,6059088107,5,0.01572327,318
Orange,6059088201,2,0.007782101,257
Orange,6059088202,2,0.01183432,169
Orange,6059088203,16,0.04664723,343
Orange,6059088301,6,0.014184397,423
Orange,6059088302,3,0.009771987,307
Orange,6059088401,3,0.010600707,283
Orange,6059088402,10,0.029585799,338
Orange,6059088403,7,0.015486726,452
Orange,6059088501,9,0.017241379,522
Orange,6059088502,3,0.008426966,356
Orange,6059088601,2,0.004694836,426
Orange,6059088602,4,0.015267176,262
Orange,6059088701,5,0.010615711,471
Orange,6059088702,7,0.019073569,367
Orange,6059088801,8,0.015122873,529
Orange,6059088802,4,0.012158055,329
Orange,6059088901,14,0.038147139,367
Orange,6059088902,2,0.005830904,343
Orange,6059088903,10,0.02020202,495
Orange,6059088904,6,0.022641509,265
Orange,6059088905,0,0,263
Orange,6059089001,8,0.019417476,412
Orange,6059089003,9,0.030508475,295
Orange,6059089004,15,0.028301887,530
Orange,6059089102,5,0.011655012,429
Orange,6059089104,6,0.014814815,405
Orange,6059089105,16,0.031620553,506
Orange,6059089106,7,0.024734982,283
Orange,6059089107,12,0.030150754,398
Orange,6059099202,12,0.025862069,464
Orange,6059099203,6,0.022727273,264
Orange,6059099204,3,0.01754386,171
Orange,6059099212,2,0.009174312,218
Orange,6059099214,1,0.013333333,75
Orange,6059099215,0,0,130
Orange,6059099216,1,0.011363636,88
Orange,6059099217,0,0,29
Orange,6059099220,0,0,102
Orange,6059099222,1,0.004901961,204
Orange,6059099223,23,0.060686016,379
Orange,6059099224,0,0,88
Orange,6059099225,0,0,85
Orange,6059099226,2,0.016,125
Orange,6059099227,5,0.015974441,313
Orange,6059099229,0,0,123
Orange,6059099230,1,0.010752688,93
Orange,6059099231,0,0,75
Orange,6059099232,2,0.015503876,129
Orange,6059099233,2,0.030769231,65
Orange,6059099234,1,0.013513514,74
Orange,6059099235,0,0,177
Orange,6059099237,0,0,61
Orange,6059099238,2,0.04,50
Orange,6059099239,1,0.01754386,57
Orange,6059099240,4,0.038461538,104
Orange,6059099241,4,0.030075188,133
Orange,6059099242,0,0,133
Orange,6059099243,0,0,49
Orange,6059099244,0,0,40
Orange,6059099245,2,0.047619048,42
Orange,6059099246,0,0,67
Orange,6059099247,5,0.033112583,151
Orange,6059099248,8,0.026755853,299
Orange,6059099249,9,0.03,300
Orange,6059099250,0,0,71
Orange,6059099251,5,0.043478261,115
Orange,6059099305,4,0.017621145,227
Orange,6059099306,0,0,110
Orange,6059099307,0,0,30
Orange,6059099308,0,0,31
Orange,6059099309,1,0.027027027,37
Orange,6059099310,0,0,58
Orange,6059099311,2,0.042553191,47
Orange,6059099402,13,0.024856597,523
Orange,6059099404,1,0.013513514,74
Orange,6059099405,1,0.009803922,102
Orange,6059099406,0,0,125
Orange,6059099407,0,0,39
Orange,6059099408,0,0,83
Orange,6059099410,1,0.005780347,173
Orange,6059099411,2,0.010416667,192
Orange,6059099412,3,0.027522936,109
Orange,6059099415,1,0.016393443,61
Orange,6059099416,0,0,100
Orange,6059099417,0,0,95
Orange,6059099418,1,0.008928571,112
Orange,6059099419,0,0,58
Orange,6059099502,0,0,2
Orange,6059099504,0,0,24
Orange,6059099506,0,0,1
Orange,6059099508,1,0.008547009,117
Orange,6059099509,0,0,0
Orange,6059099510,0,0,1
Orange,6059099511,1,0.016129032,62
Orange,6059099512,1,0.019230769,52
Orange,6059099513,0,0,19
Orange,6059099514,0,0,49
Orange,6059099601,7,0.024561404,285
Orange,6059099602,1,0.009345794,107
Orange,6059099603,0,0,150
Orange,6059099604,0,0,53
Orange,6059099605,0,0,112
Orange,6059099701,4,0.015873016,252
Orange,6059099702,5,0.013227513,378
Orange,6059099703,0,0,194
Orange,6059099801,6,0.017241379,348
Orange,6059099802,2,0.010152284,197
Orange,6059099803,9,0.028571429,315
Orange,6059099902,1,0.007092199,141
Orange,6059099903,3,0.011070111,271
Orange,6059099904,8,0.023529412,340
Orange,6059099905,3,0.014084507,213
Orange,6059099906,1,0.00877193,114
Orange,6059110001,1,0.008130081,123
Orange,6059110003,0,0,90
Orange,6059110004,0,0,143
Orange,6059110005,0,0,87
Orange,6059110006,0,0,67
Orange,6059110007,1,0.01369863,73
Orange,6059110008,0,0,124
Orange,6059110010,3,0.019607843,153
Orange,6059110011,1,0.016393443,61
Orange,6059110012,0,0,107
Orange,6059110014,0,0,139
Orange,6059110015,0,0,80
Orange,6059110102,2,0.01025641,195
Orange,6059110104,1,0.004739336,211
Orange,6059110106,0,0,125
Orange,6059110108,0,0,54
Orange,6059110109,0,0,150
Orange,6059110110,8,0.024096386,332
Orange,6059110111,3,0.012820513,234
Orange,6059110113,1,0.012195122,82
Orange,6059110114,1,0.00621118,161
Orange,6059110115,3,0.024193548,124
Orange,6059110116,0,0,140
Orange,6059110117,2,0.010204082,196
Orange,6059110118,0,0,53
Orange,6059110201,2,0.005479452,365
Orange,6059110202,8,0.015904573,503
Orange,6059110203,5,0.019762846,253
Orange,6059110301,3,0.00952381,315
Orange,6059110302,6,0.017391304,345
Orange,6059110303,5,0.019305019,259
Orange,6059110304,3,0.016949153,177
Orange,6059110401,1,0.00304878,328
Orange,6059110402,3,0.008902077,337
Orange,6059110500,15,0.030674847,489
Orange,6059110603,11,0.019434629,566
Orange,6059110604,2,0.006410256,312
Orange,6059110605,2,0.007168459,279
Orange,6059110606,5,0.012953368,386
Orange,6059110607,0,0,189
Orange,6059980000,0,0,0
Placer,6061020104,0,0,0
Placer,6061020105,0,0,1
Placer,6061020106,0,0,1
Placer,6061020107,0,0,11
Placer,6061020200,3,0.042253521,71
Placer,6061020300,4,0.047619048,84
Placer,6061020401,6,0.12,50
Placer,6061020402,3,0.066666667,45
Placer,6061020501,0,0,31
Placer,6061020502,1,0.027027027,37
Placer,6061020601,0,0,69
Placer,6061020604,0,0,52
Placer,6061020605,0,0,29
Placer,6061020606,0,0,35
Placer,6061020607,2,0.040816327,49
Placer,6061020608,0,0,22
Placer,6061020710,1,0.018518519,54
Placer,6061020711,1,0.015384615,65
Placer,6061020712,1,0.009259259,108
Placer,6061020713,1,0.013157895,76
Placer,6061020714,0,0,40
Placer,6061020715,1,0.013888889,72
Placer,6061020717,0,0,56
Placer,6061020805,2,0.024096386,83
Placer,6061020806,0,0,78
Placer,6061020901,7,0.050359712,139
Placer,6061020908,3,0.015706806,191
Placer,6061021003,2,0.013513514,148
Placer,6061021034,0,0,57
Placer,6061021037,1,0.04,25
Placer,6061021038,8,0.037209302,215
Placer,6061021039,0,0,0
Placer,6061021040,0,0,1
Placer,6061021043,2,0.042553191,47
Placer,6061021044,0,0,66
Placer,6061021045,3,0.041666667,72
Placer,6061021046,2,0.016806723,119
Placer,6061021047,1,0.015384615,65
Placer,6061021048,2,0.041666667,48
Placer,6061021103,3,0.027027027,111
Placer,6061021106,1,0.029411765,34
Placer,6061021108,2,0.039215686,51
Placer,6061021109,1,0.016949153,59
Placer,6061021122,1,0.047619048,21
Placer,6061021123,0,0,78
Placer,6061021128,0,0,57
Placer,6061021129,2,0.024390244,82
Placer,6061021130,0,0,7
Placer,6061021131,0,0,67
Placer,6061021203,1,0.014285714,70
Placer,6061021204,1,0.03030303,33
Placer,6061021304,0,0,73
Placer,6061021323,1,0.009090909,110
Placer,6061021324,0,0,62
Placer,6061021325,2,0.011764706,170
Placer,6061021326,1,0.010869565,92
Placer,6061021327,0,0,102
Placer,6061021328,1,0.006024096,166
Placer,6061021401,1,0.013888889,72
Placer,6061021403,3,0.008174387,367
Placer,6061021501,2,0.027027027,74
Placer,6061021502,5,0.079365079,63
Placer,6061021603,5,0.032894737,152
Placer,6061021604,1,0.027027027,37
Placer,6061021801,3,0.1,30
Placer,6061021802,5,0.048543689,103
Placer,6061021901,0,0,25
Placer,6061021902,2,0.040816327,49
Placer,6061022002,5,0.083333333,60
Placer,6061022011,0,0,1
Placer,6061022013,1,0.05,20
Placer,6061022014,0,0,0
Placer,6061022100,0,0,1
Placer,6061022200,0,0,0
Placer,6061022300,0,0,0
Placer,6061022400,0,0,52
Placer,6061022500,2,0.032786885,61
Placer,6061022600,0,0,107
Placer,6061022800,0,0,66
Placer,6061022900,0,0,71
Placer,6061023000,0,0,43
Placer,6061023100,1,0.008474576,118
Placer,6061023200,0,0,64
Placer,6061023300,0,0,88
Placer,6061023400,0,0,68
Placer,6061023501,0,0,2
Placer,6061023502,0,0,55
Placer,6061023600,0,0,3
Placer,6061023700,0,0,2
Placer,6061023800,0,0,4
Placer,6061023900,0,0,42
Plumas,6063000100,10,0.108695652,92
Plumas,6063000201,0,0,5
Plumas,6063000202,0,0,7
Plumas,6063000300,1,0.017241379,58
Plumas,6063000400,1,0.076923077,13
Plumas,6063000501,1,0.0625,16
Plumas,6063000502,0,0,12
Riverside,6065030101,2,0.02020202,99
Riverside,6065030103,4,0.025806452,155
Riverside,6065030104,8,0.016161616,495
Riverside,6065030200,8,0.043010753,186
Riverside,6065030300,4,0.019323671,207
Riverside,6065030400,25,0.045537341,549
